店铺ID,店铺名,地区名,月售
c9139354-7726-11ea-98c9-525400c74cae,玖恋小食馆,江阴市,2300
dcec10cd-7727-11ea-98c9-525400c74cae,玖玖面莊,梁溪区,2483
6ad7dd97-7727-11ea-98c9-525400c74cae,玖肆茶寮,宜兴市,1389
6ad7ddcf-7727-11ea-98c9-525400c74cae,玛可瑞塔pizza（环科园店）,宜兴市,624
c913938d-7726-11ea-98c9-525400c74cae,玛西达,江阴市,365
c91393c5-7726-11ea-98c9-525400c74cae,玫瑰之约鲜花（芳信花店）,江阴市,1780
c435d5af-741d-11ea-98c9-525400c74cae,环球蔬果汇（无锡春潮市场店）,新吴区,1567
dcec1107-7727-11ea-98c9-525400c74cae,环球蔬果汇（无锡青石路市场店）,梁溪区,1924
dcec1142-7727-11ea-98c9-525400c74cae,玲姆珑府烤蹄（广益店）,梁溪区,1534
3d8b575e-7725-11ea-98c9-525400c74cae,玲姆珑府烤蹄（新东国际店）,滨湖区,1302
c435d60d-741d-11ea-98c9-525400c74cae,玲姆珑府烤蹄（新区店）,新吴区,458
dcec117d-7727-11ea-98c9-525400c74cae,玲珑悦享餐厅,梁溪区,584
c91393fe-7726-11ea-98c9-525400c74cae,玺爱食品商店,江阴市,485
6ad7de09-7727-11ea-98c9-525400c74cae,珍包坊（无锡小笼）,宜兴市,1815
dcec11b8-7727-11ea-98c9-525400c74cae,珍味咸泡饭（香榭街店）,梁溪区,2047
dcec11f2-7727-11ea-98c9-525400c74cae,珍宅,梁溪区,2109
dcec122d-7727-11ea-98c9-525400c74cae,珍牛馔记（三阳百盛店）,梁溪区,1410
dcec1266-7727-11ea-98c9-525400c74cae,珍膳汤品,梁溪区,649
c9139436-7726-11ea-98c9-525400c74cae,班花串串麻辣烫,江阴市,2360
dcec12a1-7727-11ea-98c9-525400c74cae,琉璃三彩,梁溪区,416
6ad7de41-7727-11ea-98c9-525400c74cae,琉璃鲸,宜兴市,371
dcec12db-7727-11ea-98c9-525400c74cae,琉璃鲸（南禅寺店）,梁溪区,1247
dcec1315-7727-11ea-98c9-525400c74cae,琉璃鲸（清扬茂业店）,梁溪区,2256
dcec134f-7727-11ea-98c9-525400c74cae,琥家拉面（恒隆店）,梁溪区,533
b7d815a1-741f-11ea-98c9-525400c74cae,琥家拉面（无锡荟聚中心店）,锡山区,1967
3d8b5796-7725-11ea-98c9-525400c74cae,琦琦卤菜,滨湖区,1785
dcec138b-7727-11ea-98c9-525400c74cae,琪缘蛋糕,梁溪区,352
c913946e-7726-11ea-98c9-525400c74cae,琴谊超市,江阴市,514
c91394a7-7726-11ea-98c9-525400c74cae,琼佳瑶早点,江阴市,486
dcec13c5-7727-11ea-98c9-525400c74cae,瑜倩烟酒店,梁溪区,653
dcec13ff-7727-11ea-98c9-525400c74cae,瑞友便利店,梁溪区,692
c91394df-7726-11ea-98c9-525400c74cae,瑞可爷爷的店（万达店）,江阴市,147
dcec1439-7727-11ea-98c9-525400c74cae,瑞幸咖啡luckincoffee(CEPA大厦店),梁溪区,494
c435d6c5-741d-11ea-98c9-525400c74cae,瑞幸咖啡luckincoffee(利华广场店),新吴区,565
c9139519-7726-11ea-98c9-525400c74cae,瑞思曼烘焙,江阴市,652
3d8b57dc-7725-11ea-98c9-525400c74cae,瑞星楼小笼包馄饨,滨湖区,56
dcec1475-7727-11ea-98c9-525400c74cae,瑞祥全球购（五爱路店）,梁溪区,202
c435d722-741d-11ea-98c9-525400c74cae,瑞祥全球购（旺庄路店）,新吴区,601
c9139554-7726-11ea-98c9-525400c74cae,瑞祥全球购（虹桥北路店）,江阴市,377
dcec14ae-7727-11ea-98c9-525400c74cae,瑶山叫花鸡（凤宾路店）,梁溪区,1607
dcec1523-7727-11ea-98c9-525400c74cae,璐家凉皮,梁溪区,1833
dcec155d-7727-11ea-98c9-525400c74cae,瓦罐小吃,梁溪区,2065
dcec1597-7727-11ea-98c9-525400c74cae,瓦罐煨汤木桶饭（苏宁天御店）,梁溪区,1283
c435d77f-741d-11ea-98c9-525400c74cae,瓦罐牛品(坊前店）,新吴区,501
dcec15d0-7727-11ea-98c9-525400c74cae,瓦罐食府,梁溪区,1225
c913958d-7726-11ea-98c9-525400c74cae,甄陕味,江阴市,215
6ad7de79-7727-11ea-98c9-525400c74cae,甘图时（宜兴步行街店）,宜兴市,734
dcec1609-7727-11ea-98c9-525400c74cae,甘尼仕印度餐厅,梁溪区,1294
b7d81063-741f-11ea-98c9-525400c74cae,甘茶度（健康北路店）,锡山区,727
dcec1643-7727-11ea-98c9-525400c74cae,甜不甜,梁溪区,1315
c435d7db-741d-11ea-98c9-525400c74cae,甜不甜颜控精粹茶屋,新吴区,288
c435d837-741d-11ea-98c9-525400c74cae,甜心脆皮鸡饭,新吴区,276
dcec167c-7727-11ea-98c9-525400c74cae,甜心鲜花坊,梁溪区,598
dcec16b5-7727-11ea-98c9-525400c74cae,甜朵手工蛋糕坊（五爱店）,梁溪区,3019
dcec16ef-7727-11ea-98c9-525400c74cae,甜果轩水果量贩,梁溪区,3109
3d8b582c-7725-11ea-98c9-525400c74cae,甜甜咸咸小吃与茶,滨湖区,996
dcec1728-7727-11ea-98c9-525400c74cae,甜甜鲜花店,梁溪区,503
6ad7deb0-7727-11ea-98c9-525400c74cae,甜荟奶霜茶饮（苏南店）,宜兴市,641
3d8b587d-7725-11ea-98c9-525400c74cae,甜蜜一度甜品饮品（金科店）,滨湖区,591
c435d891-741d-11ea-98c9-525400c74cae,甜蜜小屋奶茶铺,新吴区,1030
b7d80ea2-741f-11ea-98c9-525400c74cae,甜趣西点,锡山区,411
c91395c6-7726-11ea-98c9-525400c74cae,甜馨cake,江阴市,538
6ad7dee8-7727-11ea-98c9-525400c74cae,生态红膏大闸蟹（大龙虾）,宜兴市,503
dcec1761-7727-11ea-98c9-525400c74cae,甬星记,梁溪区,722
c91395ff-7726-11ea-98c9-525400c74cae,田中宝超市,江阴市,2728
dcec179a-7727-11ea-98c9-525400c74cae,田地土菜,梁溪区,352
dcec17d3-7727-11ea-98c9-525400c74cae,田秀秀大米厂家直销,梁溪区,1034
c435d8ee-741d-11ea-98c9-525400c74cae,田记成都特色小吃（春潮店）,新吴区,484
6ad7e02b-7727-11ea-98c9-525400c74cae,申屠家蛋包饭,宜兴市,1507
c9139638-7726-11ea-98c9-525400c74cae,申屠家蛋包饭（江阴店）,江阴市,1159
c9139670-7726-11ea-98c9-525400c74cae,町岚寿司（文化中路店）,江阴市,548
dcec1847-7727-11ea-98c9-525400c74cae,町泊花园,梁溪区,319
dcec187f-7727-11ea-98c9-525400c74cae,留夫鸭(南禅寺店),梁溪区,2019
dcec18b9-7727-11ea-98c9-525400c74cae,留夫鸭(吉庆苑路店),梁溪区,2935
dcec18f4-7727-11ea-98c9-525400c74cae,留夫鸭(大成巷店),梁溪区,1197
6ad7e0a0-7727-11ea-98c9-525400c74cae,留夫鸭（宜兴万达店）,宜兴市,592
6ad7e0dc-7727-11ea-98c9-525400c74cae,留夫鸭（宜城西横街）,宜兴市,354
3d8b58ed-7725-11ea-98c9-525400c74cae,留夫鸭（无锡万象城店）,滨湖区,1074
3d8b5925-7725-11ea-98c9-525400c74cae,留夫鸭（无锡海岸城店),滨湖区,740
c91396a8-7726-11ea-98c9-525400c74cae,留夫鸭（江阴华帝八佰伴店）,江阴市,723
dcec192d-7727-11ea-98c9-525400c74cae,留夫鸭（金域缇香店）,梁溪区,3099
dcec1967-7727-11ea-98c9-525400c74cae,番茄哥米线-沸腾饭,梁溪区,1398
6ad7e116-7727-11ea-98c9-525400c74cae,番茄小镇（周王庙店）,宜兴市,238
c435d949-741d-11ea-98c9-525400c74cae,疯狂小丸子（新区店）,新吴区,441
c91396e2-7726-11ea-98c9-525400c74cae,疯狂烤翅,江阴市,1882
c913971a-7726-11ea-98c9-525400c74cae,疯狂烤翅东北烧烤（环城南路店）,江阴市,1734
c9139754-7726-11ea-98c9-525400c74cae,疯狂烤翅东北烧烤（青果路店）,江阴市,1212
c913978e-7726-11ea-98c9-525400c74cae,疯狂烤翅（圣廷街店）,江阴市,395
dcec19a1-7727-11ea-98c9-525400c74cae,疯狂牛蛙（东亭店）,梁溪区,1316
dcec19dc-7727-11ea-98c9-525400c74cae,疯狂牛蛙（崇安寺店）,梁溪区,3255
dcec1a16-7727-11ea-98c9-525400c74cae,疯狂美食,梁溪区,673
3d8b595b-7725-11ea-98c9-525400c74cae,疯狂龙虾,滨湖区,1284
dcec1a4f-7727-11ea-98c9-525400c74cae,疯迷便当（无锡店）,梁溪区,498
dcec1b56-7727-11ea-98c9-525400c74cae,登迎食品白斩鸡,梁溪区,1465
dcec1b93-7727-11ea-98c9-525400c74cae,白家肥肠粉（酒吧街店）,梁溪区,1960
b7d7d7e2-741f-11ea-98c9-525400c74cae,白巷子,锡山区,752
dcec1bcc-7727-11ea-98c9-525400c74cae,白领餐厅•咸肉菜饭,梁溪区,803
c435d9a7-741d-11ea-98c9-525400c74cae,百万麻辣烫,新吴区,804
dcec1c07-7727-11ea-98c9-525400c74cae,百世邻里(梧桐水岸店),梁溪区,1100
dcec1c4b-7727-11ea-98c9-525400c74cae,百世邻里·迪亚超市,梁溪区,1162
c91397c7-7726-11ea-98c9-525400c74cae,百之味渔栅,江阴市,1044
6ad7e152-7727-11ea-98c9-525400c74cae,百事利达人,宜兴市,398
c435da01-741d-11ea-98c9-525400c74cae,百佳惠大药房（清丰店）,新吴区,720
3d8b5992-7725-11ea-98c9-525400c74cae,百佳惠大药房（长安店）,滨湖区,1375
c435da57-741d-11ea-98c9-525400c74cae,百佳超市,新吴区,178
c9139800-7726-11ea-98c9-525400c74cae,百分茶（印象汇店）,江阴市,472
c435dab1-741d-11ea-98c9-525400c74cae,百分茶（无锡宝龙广场店）,新吴区,1204
dcec1c86-7727-11ea-98c9-525400c74cae,百合海鲜蛋包饭,梁溪区,724
c913983a-7726-11ea-98c9-525400c74cae,百味园云南过桥米线,江阴市,690
6ad7e18b-7727-11ea-98c9-525400c74cae,百味牛蛙,宜兴市,480
c435db0f-741d-11ea-98c9-525400c74cae,百味陈淮南牛肉汤,新吴区,295
c435db74-741d-11ea-98c9-525400c74cae,百味鸡煲（汉江北路店）,新吴区,1052
3d8b5a33-7725-11ea-98c9-525400c74cae,百基拉炸鸡?汉堡（美湖家园店）,滨湖区,1401
b7d7c424-741f-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（东亭店）,锡山区,400
b7d7d322-741f-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（东北塘店）,锡山区,390
c435dc2b-741d-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（宝龙广场店）,新吴区,383
c435dd77-741d-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（广南里店）,新吴区,579
dcec1cbf-7727-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（广瑞店）,梁溪区,958
6ad7e1c4-7727-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（新城店）,宜兴市,2441
3d8b59dc-7725-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（瑞星家园店）,滨湖区,745
c435ddd8-741d-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（行创四路店）,新吴区,692
dcec1cf9-7727-11ea-98c9-525400c74cae,百基拉炸鸡·汉堡（裕旺路店）,梁溪区,3078
dcec1d32-7727-11ea-98c9-525400c74cae,百基拉炸鸡•汉堡（独月路店）,梁溪区,1254
dcec1d6e-7727-11ea-98c9-525400c74cae,百士客（汉堡奶茶）,梁溪区,756
dcec1da6-7727-11ea-98c9-525400c74cae,百姓小厨（财富广场店）,梁溪区,2530
dcec1ddf-7727-11ea-98c9-525400c74cae,百姓小炒（哥伦布广场店）,梁溪区,2153
dcec1e17-7727-11ea-98c9-525400c74cae,百姓菜馆（家常小炒、特色酸菜鱼）,梁溪区,953
3d8b5ac5-7725-11ea-98c9-525400c74cae,百客云南过桥米线(建筑路店),滨湖区,678
dcec1e4f-7727-11ea-98c9-525400c74cae,百客过桥米线（缇香店）,梁溪区,1987
c435de34-741d-11ea-98c9-525400c74cae,百家乐炸串坊,新吴区,477
6ad7e1fd-7727-11ea-98c9-525400c74cae,百家乐炸串坊(宜兴店),宜兴市,1065
dcec1e88-7727-11ea-98c9-525400c74cae,百寿楼,梁溪区,2990
3d8b5b14-7725-11ea-98c9-525400c74cae,百年吴越（湖滨商业街店）,滨湖区,1268
6ad7e235-7727-11ea-98c9-525400c74cae,百年龍袍蟹黄汤包,宜兴市,463
c9139873-7726-11ea-98c9-525400c74cae,百度鲜花,江阴市,907
6ad7e26f-7727-11ea-98c9-525400c74cae,百旺基,宜兴市,311
dcec1ec0-7727-11ea-98c9-525400c74cae,百来乐面庄,梁溪区,345
dcec1ef8-7727-11ea-98c9-525400c74cae,百果园(无锡上马墩路店),梁溪区,2722
dcec1f30-7727-11ea-98c9-525400c74cae,百果园(无锡中山路店),梁溪区,2402
dcec1f68-7727-11ea-98c9-525400c74cae,百果园(无锡五星家园店),梁溪区,1848
dcec1fa1-7727-11ea-98c9-525400c74cae,百果园(无锡五爱路店),梁溪区,625
dcec1fd8-7727-11ea-98c9-525400c74cae,百果园(无锡兴源北路店),梁溪区,655
dcec2010-7727-11ea-98c9-525400c74cae,百果园(无锡奕淳公寓店),梁溪区,2754
c435de91-741d-11ea-98c9-525400c74cae,百果园(无锡尚东雅园店),新吴区,1338
c435def1-741d-11ea-98c9-525400c74cae,百果园(无锡春潮商业街店),新吴区,210
dcec2080-7727-11ea-98c9-525400c74cae,百果园(无锡梨花家园店),梁溪区,1177
dcec20b8-7727-11ea-98c9-525400c74cae,百果园(无锡永丰路店),梁溪区,2191
3d8b5b50-7725-11ea-98c9-525400c74cae,百果园(无锡瑞星家园店),滨湖区,1359
c435dfa4-741d-11ea-98c9-525400c74cae,百果园(无锡长江北路店),新吴区,764
c435dfff-741d-11ea-98c9-525400c74cae,百果园(无锡长江国际花园店),新吴区,3586
dcec20f0-7727-11ea-98c9-525400c74cae,百果园(无锡颐和湾公寓店),梁溪区,2121
b7d8139a-741f-11ea-98c9-525400c74cae,百果园（东亭店）,锡山区,620
c435e059-741d-11ea-98c9-525400c74cae,百果园（无锡万科金域缇香店）,新吴区,258
c435e0b0-741d-11ea-98c9-525400c74cae,百果园（无锡国际一花园店）,新吴区,375
dcec2129-7727-11ea-98c9-525400c74cae,百果园（无锡大成巷店）,梁溪区,2783
c435e10a-741d-11ea-98c9-525400c74cae,百果园（无锡太湖花园店）,新吴区,339
dcec2163-7727-11ea-98c9-525400c74cae,百果皇（好廉多店）,梁溪区,3430
dcec219c-7727-11ea-98c9-525400c74cae,百果皇（水果篮子店）,梁溪区,3228
c91398aa-7726-11ea-98c9-525400c74cae,百特喜·鹅肝比萨（江阴育教餐厅）,江阴市,1068
c91398e5-7726-11ea-98c9-525400c74cae,百盛烧烤（浮桥菜场店）,江阴市,433
c9139920-7726-11ea-98c9-525400c74cae,百花园新仓卖,江阴市,2583
3d8b5b86-7725-11ea-98c9-525400c74cae,百草香黄焖鸡米饭,滨湖区,2390
c9139992-7726-11ea-98c9-525400c74cae,百香林西点（澄江福地店）,江阴市,2129
c435e164-741d-11ea-98c9-525400c74cae,百鲜灶猪脚饭,新吴区,471
c91399cb-7726-11ea-98c9-525400c74cae,百鲜花甲米线(健康路店）,江阴市,1909
3d8b5bbe-7725-11ea-98c9-525400c74cae,皇叔冒菜,滨湖区,1633
dcec21d5-7727-11ea-98c9-525400c74cae,皇后宠物生活馆,梁溪区,534
dcec220d-7727-11ea-98c9-525400c74cae,皇品源老鹅,梁溪区,478
6ad7e2a8-7727-11ea-98c9-525400c74cae,皇家斯利美(芒果冰~芋圆),宜兴市,827
dcec2247-7727-11ea-98c9-525400c74cae,皇将锅贴（盛岸路店）,梁溪区,937
6ad7e2e0-7727-11ea-98c9-525400c74cae,皇府秘制炒饭(宜兴店),宜兴市,1046
c9139a04-7726-11ea-98c9-525400c74cae,皇粥,江阴市,2922
dcec2281-7727-11ea-98c9-525400c74cae,皇茶真韵·云南奶茶(无锡总店),梁溪区,809
c435e267-741d-11ea-98c9-525400c74cae,皖北特色烧烤,新吴区,683
3d8b5bf4-7725-11ea-98c9-525400c74cae,皖北羊肉汤（东绛店）,滨湖区,239
6ad7e318-7727-11ea-98c9-525400c74cae,皖宜小厨（武警医院对面）,宜兴市,391
6ad7e351-7727-11ea-98c9-525400c74cae,皖宜小吃,宜兴市,723
dcec22b9-7727-11ea-98c9-525400c74cae,皮一侠·凉皮（崇安寺店）,梁溪区,742
c9139a3d-7726-11ea-98c9-525400c74cae,益禾堂（万达店）,江阴市,1657
dcec22f3-7727-11ea-98c9-525400c74cae,盐城姚姨鸡蛋饼,梁溪区,2053
c435e2c3-741d-11ea-98c9-525400c74cae,盐城鸡蛋饼-凉皮,新吴区,1039
dcec232c-7727-11ea-98c9-525400c74cae,盐城鸡蛋饼·黄焖鸡米饭,梁溪区,1977
dcec2365-7727-11ea-98c9-525400c74cae,盒李鲜生（香榭街店）,梁溪区,1097
dcec239d-7727-11ea-98c9-525400c74cae,盒饭妈妈（崇宁路店）,梁溪区,1002
dcec23d6-7727-11ea-98c9-525400c74cae,盖市茶饮HiGuys,梁溪区,1589
dcec2416-7727-11ea-98c9-525400c74cae,盛世源（清扬店）,梁溪区,932
dcec246c-7727-11ea-98c9-525400c74cae,盛信烤鸭白斩鸡,梁溪区,2421
dcec251b-7727-11ea-98c9-525400c74cae,盛兴记小笼馄饨面（新生路店）,梁溪区,2126
dcec255d-7727-11ea-98c9-525400c74cae,盛唐老潼关,梁溪区,1489
dcec2599-7727-11ea-98c9-525400c74cae,盛岸冷饮批发,梁溪区,1046
dcec25d3-7727-11ea-98c9-525400c74cae,盛岸海鲜烧烤,梁溪区,965
3d8b5c2a-7725-11ea-98c9-525400c74cae,盛星人家宝锐超市,滨湖区,353
dcec260c-7727-11ea-98c9-525400c74cae,盛煌记瓦香鸡（无锡西康店）,梁溪区,220
b7d7baa9-741f-11ea-98c9-525400c74cae,盛香亭新式热卤（宜家荟聚店）,锡山区,1889
dcec2645-7727-11ea-98c9-525400c74cae,盛鼎记•杨四龙虾,梁溪区,1644
dcec267f-7727-11ea-98c9-525400c74cae,盱眙俞氏龙虾,梁溪区,4009
dcec26b8-7727-11ea-98c9-525400c74cae,盱眙倪氏龙虾（风雷店）,梁溪区,1669
dcec26f1-7727-11ea-98c9-525400c74cae,盱眙小哥龙虾,梁溪区,435
c435e3c4-741d-11ea-98c9-525400c74cae,盱眙小胖龙虾,新吴区,1104
6ad7e38c-7727-11ea-98c9-525400c74cae,盱眙小龙虾,宜兴市,660
dcec2745-7727-11ea-98c9-525400c74cae,盱眙希望龙虾（无锡总店）,梁溪区,909
dcec27a2-7727-11ea-98c9-525400c74cae,盱眙恒大龙虾（东风家园店）,梁溪区,600
dcec27e5-7727-11ea-98c9-525400c74cae,盱眙蒜泥龙虾（广丰店),梁溪区,510
c9139a75-7726-11ea-98c9-525400c74cae,盱眙虾神小湘村龙虾（大桥店）,江阴市,745
c435e41e-741d-11ea-98c9-525400c74cae,盱眙魏氏龙虾（东鼎家园店）,新吴区,179
3d8b5cd8-7725-11ea-98c9-525400c74cae,盱眙龙虾,滨湖区,2100
3d8b5d0f-7725-11ea-98c9-525400c74cae,盱眙龙虾·私房菜,滨湖区,507
3d8b5d46-7725-11ea-98c9-525400c74cae,盱眙龙虾（恒大店）,滨湖区,907
dcec2820-7727-11ea-98c9-525400c74cae,直男大薯(T12方巷店),梁溪区,1965
c435e478-741d-11ea-98c9-525400c74cae,相约烧烤龙虾,新吴区,1129
dcec285a-7727-11ea-98c9-525400c74cae,相约美粥养生粥馆（无锡仅此一家）,梁溪区,2000
dcec2894-7727-11ea-98c9-525400c74cae,相续面堂（学前西路店）,梁溪区,1137
dcec28ce-7727-11ea-98c9-525400c74cae,省号便利,梁溪区,674
3d8b5d7c-7725-11ea-98c9-525400c74cae,眉州东坡(无锡万象城店),滨湖区,998
3d8b5db8-7725-11ea-98c9-525400c74cae,眉州小吃（无锡店）,滨湖区,2431
c435e578-741d-11ea-98c9-525400c74cae,真利味韩式料理（长江北路店）,新吴区,505
c9139ab0-7726-11ea-98c9-525400c74cae,真味馆,江阴市,1493
dcec2906-7727-11ea-98c9-525400c74cae,真正老陆稿荐（南禅寺店）,梁溪区,948
dcec293f-7727-11ea-98c9-525400c74cae,真正老陆稿荐（县前街店）,梁溪区,623
3d8b5e07-7725-11ea-98c9-525400c74cae,真正老陆稿荐（水秀店）,滨湖区,969
3d8b5e59-7725-11ea-98c9-525400c74cae,真正老陆稿荐（清扬店）,滨湖区,400
dcec2978-7727-11ea-98c9-525400c74cae,真正老陆稿荐（蓉湖店）,梁溪区,2567
dcec29b2-7727-11ea-98c9-525400c74cae,真滋味,梁溪区,512
dcec2ab8-7727-11ea-98c9-525400c74cae,真爱粉(凤凰城店),梁溪区,806
dcec2af5-7727-11ea-98c9-525400c74cae,真牛火锅·海南鸡饭（无锡店）,梁溪区,193
c9139ae8-7726-11ea-98c9-525400c74cae,真真副食店,江阴市,484
c435e5cf-741d-11ea-98c9-525400c74cae,眷村阿嬷台湾粢饭团（宝龙店）,新吴区,535
c9139b21-7726-11ea-98c9-525400c74cae,眼镜水产,江阴市,938
dcec2b2f-7727-11ea-98c9-525400c74cae,眼镜饭店（广瑞店）,梁溪区,441
c9139b59-7726-11ea-98c9-525400c74cae,睦记小馆,江阴市,397
6ad7e428-7727-11ea-98c9-525400c74cae,睿健卡路里·低热量简餐（宜兴店）,宜兴市,334
dcec2b6a-7727-11ea-98c9-525400c74cae,知味龙虾（滨海菜馆店）,梁溪区,1642
6ad7e466-7727-11ea-98c9-525400c74cae,石人巷蒸饺馆,宜兴市,359
dcec2ba5-7727-11ea-98c9-525400c74cae,石味家常菜,梁溪区,2435
dcec2bde-7727-11ea-98c9-525400c74cae,石小球粥饼串（万达店）,梁溪区,3405
dcec2c19-7727-11ea-98c9-525400c74cae,石铭甄黄焖鸡米饭（五爱店）,梁溪区,1284
dcec2c53-7727-11ea-98c9-525400c74cae,石锅传奇,梁溪区,847
dcec2c8b-7727-11ea-98c9-525400c74cae,石锅酸菜鱼（庆丰路店）,梁溪区,2448
3d8b5e93-7725-11ea-98c9-525400c74cae,码头海鲜炒饭（无锡店）,滨湖区,1587
c435e67c-741d-11ea-98c9-525400c74cae,砂锅米线（新区店）,新吴区,490
dcec2cc3-7727-11ea-98c9-525400c74cae,研途咖啡馆,梁溪区,2018
dcec2cfb-7727-11ea-98c9-525400c74cae,碎碎念（奶茶咖啡南禅寺店）,梁溪区,2852
dcec2d35-7727-11ea-98c9-525400c74cae,碗留香黄焖鸡米饭（春申路店）,梁溪区,480
dcec2d6f-7727-11ea-98c9-525400c74cae,碗留香黄焖鸡米饭（石门路店）,梁溪区,1597
dcec2db0-7727-11ea-98c9-525400c74cae,碗留香黄焖鸡米饭（道长巷店）,梁溪区,494
dcec2de9-7727-11ea-98c9-525400c74cae,碗碗香黄焖鸡米饭,梁溪区,941
dcec2e23-7727-11ea-98c9-525400c74cae,碗碗鲜西北风味,梁溪区,696
dcec2e5d-7727-11ea-98c9-525400c74cae,磨豆COFFEE,梁溪区,334
dcec2e97-7727-11ea-98c9-525400c74cae,礼阁仕（苏宁广场店）,梁溪区,3307
c435e77e-741d-11ea-98c9-525400c74cae,祖奶奶的蛋饼（宝龙店）,新吴区,756
dcec2ed1-7727-11ea-98c9-525400c74cae,祖祖花园(金太湖店）,梁溪区,1109
6ad7e4a2-7727-11ea-98c9-525400c74cae,祝昊龙虾,宜兴市,619
6ad7e4dd-7727-11ea-98c9-525400c74cae,神粥氿号(黄焖鸡米饭),宜兴市,315
dcec2f0b-7727-11ea-98c9-525400c74cae,祥·寿司刺身居酒屋,梁溪区,2902
dcec2f44-7727-11ea-98c9-525400c74cae,祥兴记馄饨店,梁溪区,2345
c9139b92-7726-11ea-98c9-525400c74cae,祥文汤包,江阴市,167
c435e82a-741d-11ea-98c9-525400c74cae,祥记唐闸牛肉（南丰菜场店）,新吴区,1561
dcec2fb7-7727-11ea-98c9-525400c74cae,祥记烧腊大师,梁溪区,2012
dcec2f7c-7727-11ea-98c9-525400c74cae,祥记烧腊大师(民丰店),梁溪区,2613
c435e885-741d-11ea-98c9-525400c74cae,祥记烧腊大师（宝龙店）,新吴区,642
dcec2fef-7727-11ea-98c9-525400c74cae,祺梦丹缘麻辣烫（财富广场店）,梁溪区,506
c9139bca-7726-11ea-98c9-525400c74cae,禄转粉,江阴市,766
c435e8e1-741d-11ea-98c9-525400c74cae,福兴过桥米线,新吴区,3179
3d8b5eca-7725-11ea-98c9-525400c74cae,福兴酸辣汤(家乐福店),滨湖区,2056
dcec3028-7727-11ea-98c9-525400c74cae,福兴酸辣汤(山北店),梁溪区,1128
c9139c02-7726-11ea-98c9-525400c74cae,福吉佳,江阴市,263
dcec3062-7727-11ea-98c9-525400c74cae,福品源小笼馄饨,梁溪区,555
dcec309b-7727-11ea-98c9-525400c74cae,福客来超市（新惠园店）,梁溪区,179
c435e98f-741d-11ea-98c9-525400c74cae,福康缘速食馆,新吴区,28
c9139c3a-7726-11ea-98c9-525400c74cae,福建千里香馄钝,江阴市,830
c9139c73-7726-11ea-98c9-525400c74cae,福建特色小吃（人民东路店）,江阴市,477
dcec30d4-7727-11ea-98c9-525400c74cae,福忠餐馆,梁溪区,2932
c435e9e7-741d-11ea-98c9-525400c74cae,福旺超市,新吴区,310
dcec310e-7727-11ea-98c9-525400c74cae,福昌盛肉骨烧（南长街店）,梁溪区,128
dcec3147-7727-11ea-98c9-525400c74cae,福来记黄焖鸡米饭,梁溪区,428
3d8b5f35-7725-11ea-98c9-525400c74cae,福林美食（炒菜丶夜宵丶酸辣汤丶叫花鸡）,滨湖区,908
c435ea95-741d-11ea-98c9-525400c74cae,福永记黄焖鸡米饭（南湖家园店）,新吴区,587
dcec3180-7727-11ea-98c9-525400c74cae,福永记黄焖鸡米饭（大丁店）,梁溪区,439
c9139cad-7726-11ea-98c9-525400c74cae,福溢小吃,江阴市,1075
c9139ce5-7726-11ea-98c9-525400c74cae,福禄寿卤味研究所,江阴市,2016
dcec31b9-7727-11ea-98c9-525400c74cae,福缘记美食鲜·黄焖鸡·牛肉火锅·盖浇饭·炒菜,梁溪区,1178
dcec31f9-7727-11ea-98c9-525400c74cae,福记早点,梁溪区,1673
c435eb42-741d-11ea-98c9-525400c74cae,福鸿记黄焖鸡米饭,新吴区,923
3d8b5f6e-7725-11ea-98c9-525400c74cae,禧福源,滨湖区,907
dcec3232-7727-11ea-98c9-525400c74cae,禧福顺,梁溪区,724
c9139d1f-7726-11ea-98c9-525400c74cae,禮御尚品糕点,江阴市,3253
c9139d59-7726-11ea-98c9-525400c74cae,禾丰记粥店（江阴万达店）,江阴市,1689
c9139def-7726-11ea-98c9-525400c74cae,禾旭家,江阴市,393
dcec326c-7727-11ea-98c9-525400c74cae,禾禾记（复兴路店）,梁溪区,1357
c9139e29-7726-11ea-98c9-525400c74cae,禾葉日式料理,江阴市,1152
dcec32a6-7727-11ea-98c9-525400c74cae,禾谷特色炒饭(三阳广场店),梁溪区,753
dcec32e0-7727-11ea-98c9-525400c74cae,禾馥尔烘焙（旗舰总店）,梁溪区,3470
c9139e63-7726-11ea-98c9-525400c74cae,秀兰小吃,江阴市,896
dcec3319-7727-11ea-98c9-525400c74cae,秀娟小吃（馄饨）,梁溪区,1863
dcec3352-7727-11ea-98c9-525400c74cae,秀才遇到饼·盐城传统鸡蛋饼,梁溪区,615
dcec338b-7727-11ea-98c9-525400c74cae,秀才遇到饼•盐城鸡蛋饼,梁溪区,1379
dcec33c4-7727-11ea-98c9-525400c74cae,私房小厨精品小锅菜,梁溪区,1825
